average_stars,fans,number_of_friends,numberOfReviews,averageSentiment,averageStars,funnyVotes,usefulVotes,coolVotes
1.0,0,0,1,-0.255998883929,1,0,2,0
4.11,0,3,1,0.146666666667,5,1,0,1
3.59,0,0,1,0.204365079365,5,0,0,0
3.96,0,4,2,0.249666305916,4,0,1,0
3.0,0,0,1,-0.0336734693878,3,0,1,0
4.0,0,1,1,0.44375,4,0,0,0
4.44,0,1,9,0.345676406926,4,0,0,0
3.6,2,5,2,0.240820802005,4,0,0,0
4.5,0,4,7,0.300455207335,4,0,0,0
4.17,0,0,1,0.546875,4,0,1,0
3.87,6,16,1,0.319128787879,4,1,1,1
4.0,0,0,1,0.325793650794,4,0,0,0
3.25,0,0,2,0.061054312971,3,0,0,0
3.7,0,0,1,0.206547735117,4,0,0,0
3.84,20,13,4,0.292928165584,4,0,2,1
5.0,0,3,2,0.244748677249,5,0,0,0
3.41,2,11,1,0.0921062125009,2,0,0,0
4.07,0,0,14,0.259676593143,4,0,0,0
5.0,0,0,1,0.354166666667,5,0,0,0
3.72,20,107,3,0.186287037037,3,0,1,0
3.5,2,6,5,0.237466287879,3,0,1,0
4.29,0,0,12,0.228649628728,4,0,1,0
5.0,0,0,3,0.476819023569,5,0,0,0
3.67,1,4,3,0.193669015763,3,0,1,0
3.7,0,1,5,0.291821528207,3,0,0,0
3.5,0,1,3,0.225774364733,3,0,1,0
3.71,3,0,2,0.360316840278,5,0,0,0
4.39,9,149,52,0.162064504893,4,0,2,1
4.0,0,1,7,0.334038800705,3,0,0,0
3.67,0,4,1,0.7,5,0,0,0
3.0,0,0,1,0.239930555556,3,0,0,1
2.22,1,0,6,0.25458169242,2,0,0,0
5.0,0,0,3,0.384719352617,5,0,0,0
3.78,1,3,1,0.259375,4,0,0,0
3.0,0,0,1,-0.283333333333,3,0,0,0
2.0,0,0,1,-0.5875,2,0,1,0
2.83,1,25,1,0.4,5,0,0,0
4.2,0,0,1,0.227904040404,5,0,0,0
4.25,0,2,3,0.105972222222,4,0,1,0
2.33,0,0,1,-0.0327272727273,1,0,2,0
1.0,0,0,1,-0.2,1,0,2,0
4.67,0,0,3,0.155886243386,4,0,0,0
3.62,1,0,1,0.4775,5,0,2,1
3.31,1,1,2,0.159318512506,2,0,0,0
3.0,0,22,2,-0.2625,3,0,0,0
3.69,0,0,2,0.462152777778,5,0,0,0
2.0,0,0,1,-0.263541666667,1,0,0,0
3.5,1,2,1,0.0,3,3,0,0
3.56,6,16,1,0.191025641026,2,1,4,1
3.06,1,8,1,0.05625,3,0,0,0
5.0,0,0,2,0.272916666667,5,0,1,0
4.0,2,10,1,2.77555756156e-17,5,0,1,0
3.7,0,0,3,0.343607616342,3,0,0,0
4.33,0,0,5,0.231206871345,4,0,0,0
5.0,0,0,1,0.464115767045,5,0,0,0
1.0,0,0,1,0.0625568181818,1,0,0,0
4.0,0,0,3,0.396349206349,4,0,0,0
5.0,0,1,2,0.277168560606,5,0,0,0
3.5,0,0,1,0.0,3,0,0,0
4.75,0,0,1,0.124322916667,5,0,0,0
2.0,0,0,1,0.47,2,0,0,0
5.0,0,0,1,0.5525,5,0,0,0
3.75,0,8,2,0.256575091575,3,0,1,0
3.8,0,2,1,0.306684981685,5,0,0,0
3.57,4,20,1,0.453207792208,5,1,0,0
5.0,0,0,1,0.4025,5,1,0,0
4.21,0,3,1,0.277643784787,1,2,3,0
4.2,0,50,2,0.8375,5,0,0,0
3.13,0,0,11,0.253237359682,3,0,0,0
4.03,0,1,1,0.173611111111,2,0,3,0
3.7,1,0,1,0.102083333333,1,0,0,0
3.87,7,34,64,0.261931394171,3,0,3,2
2.0,0,0,1,0.4875,2,0,0,0
4.08,0,3,25,0.192557234755,4,0,1,0
4.0,0,0,1,0.251666666667,2,0,0,0
4.5,0,0,2,0.2125,4,0,0,0
3.67,0,0,3,0.14354467292,3,0,0,0
5.0,0,0,1,0.241666666667,5,0,0,0
4.33,0,1,9,0.388035871756,4,0,0,0
3.67,0,0,2,-0.0817839635854,3,0,1,0
4.33,0,3,4,0.54779040404,4,0,0,0
2.33,0,0,2,0.0539920426795,1,0,0,0
4.45,0,0,2,0.17452923174,4,0,0,0
3.35,28,200,1,0.143127705628,3,0,0,0
5.0,0,2,2,0.464583333333,5,0,0,0
2.86,0,0,1,-0.0722222222222,1,0,1,0
5.0,0,2,1,0.415056022409,5,0,1,0
5.0,0,1,1,0.34391025641,5,0,0,0
4.0,0,0,1,0.18125,5,0,0,0
1.0,0,0,1,0.0272222222222,1,0,0,0
3.14,7,35,63,0.192861659226,3,0,0,0
5.0,0,0,1,0.20625,5,0,0,0
3.95,0,1,9,0.248579276005,2,0,1,0
3.94,1,1,1,0.466666666667,4,0,0,0
3.29,0,0,2,-0.202889046717,2,0,1,0
3.95,2,1,4,0.261195971997,3,0,0,0
3.56,0,0,2,0.426863511922,5,0,0,0
2.89,0,0,1,0.0191666666667,1,0,1,0
1.0,0,0,2,0.102360491071,1,0,0,0
2.5,0,1,1,0.173025793651,4,0,2,0
4.11,0,1,2,0.416784941249,5,0,0,0
3.83,0,0,1,0.409047619048,4,0,0,0
1.0,0,0,4,-0.155570245726,1,0,0,0
3.06,0,0,7,0.15992733457,3,0,0,0
5.0,0,0,1,0.482142857143,5,0,0,0
1.0,0,0,1,-0.785714285714,1,0,0,0
3.88,5,39,2,0.149768518519,3,0,0,0
3.0,0,0,1,0.3225,3,0,0,0
3.91,9,15,4,0.20769469246,2,0,0,0
5.0,0,0,1,0.318169642857,5,0,0,0
3.48,18,41,3,0.145473951974,3,2,2,0
1.0,0,0,1,-0.366666666667,1,0,0,0
4.4,1,0,4,0.226765524564,4,0,0,0
3.62,0,11,1,0.416476190476,5,0,0,0
3.4,0,0,3,0.231626984127,3,0,0,0
2.7,0,14,2,0.0173888888889,1,0,0,0
5.0,0,0,1,0.8,5,0,0,0
3.5,0,0,1,0.766666666667,5,0,0,0
3.8,0,0,4,0.422328869048,4,0,0,0
4.5,0,0,1,0.75,4,0,0,0
5.0,0,2,1,0.213920454545,5,1,0,1
5.0,0,0,1,0.12869047619,5,0,0,0
5.0,0,17,1,0.358928571429,5,0,0,0
3.64,1,5,2,0.245,4,0,0,0
4.0,0,0,4,0.285264212061,3,0,0,0
3.74,1,0,3,0.293518518519,4,0,0,0
5.0,0,0,1,0.0747307256236,5,2,1,0
1.0,0,0,1,-0.75,1,0,0,0
3.91,3,9,5,0.395368371212,4,0,0,0
5.0,0,0,1,0.984444444444,5,0,0,0
3.9,0,0,1,0.271054945055,4,0,1,0
4.22,1,0,1,0.273908730159,4,0,0,0
4.04,0,3,7,0.307842734316,3,0,0,0
2.6,0,0,2,0.274204192547,3,0,0,0
4.19,1,0,1,0.313704460334,5,0,1,0
3.5,0,0,1,0.133333333333,3,0,0,0
5.0,0,0,2,0.163869724026,5,0,1,0
2.86,0,0,1,0.458231292517,5,0,0,0
3.86,1,31,167,0.223038593419,3,0,1,0
3.5,0,3,1,0.260120327701,5,0,0,1
3.5,1,4,2,0.307421875,3,0,0,0
5.0,0,0,1,0.434642857143,5,1,1,1
3.0,0,3,1,0.166666666667,1,0,0,0
4.07,0,1,24,0.276598940582,4,0,0,0
1.75,0,0,1,1.0,1,0,1,0
2.6,0,0,4,0.0643275285321,3,0,1,0
1.0,0,5,1,0.05,1,1,0,0
5.0,0,0,2,0.68767393321,5,0,0,0
3.62,0,10,6,0.335374729437,3,0,1,0
3.49,24,385,2,0.155035866911,3,0,2,0
4.12,53,169,18,0.192935771545,4,3,4,3
3.12,0,0,2,0.357151360544,4,0,0,0
3.93,4,31,40,0.300586527792,3,0,1,1
2.67,1,5,1,0.28125,5,0,0,1
3.83,1,0,3,0.152146305492,4,0,0,0
3.5,0,0,2,0.265277777778,3,0,0,0
4.43,0,0,2,0.422507440476,5,0,0,0
3.86,0,7,14,0.478891049427,3,0,0,0
1.0,0,0,2,-0.150892857143,1,0,0,0
3.4,0,0,1,0.291666666667,5,2,1,1
5.0,0,0,1,0.805,5,0,0,0
3.95,0,0,5,0.252297138637,4,0,0,0
5.0,0,1,1,0.411111111111,5,0,1,1
4.04,5,36,50,0.248545801484,3,0,1,0
4.5,0,2,3,0.377845972748,5,0,2,0
3.2,0,6,1,-0.0857142857143,3,0,0,0
4.64,1,18,5,0.402396561772,4,0,0,0
1.0,0,0,1,0.177777777778,1,0,0,0
4.11,9,62,74,0.160670849935,4,0,1,1
4.5,0,0,2,0.410208333333,5,0,0,0
3.47,2,4,13,0.307726675034,3,0,0,0
4.44,0,1,1,0.301851851852,4,0,0,0
3.65,2,1,24,0.172714630566,3,0,0,0
3.11,0,0,1,0.318982142857,5,0,0,0
4.0,1,3,3,0.0806746031746,2,0,0,0
4.08,0,1,23,0.355862625029,4,0,0,0
4.12,0,1,6,0.223636163219,4,0,0,0
3.94,1,24,4,0.212993055556,4,0,0,0
4.0,0,0,1,0.223736263736,4,0,1,0
5.0,0,0,1,0.485714285714,5,0,1,0
3.41,0,1,28,0.319682270467,3,0,0,0
2.67,1,0,1,-0.000649350649351,2,0,0,0
1.0,1,16,1,0.241666666667,1,0,6,0
3.46,1,1,1,0.0255208333333,3,0,1,0
4.45,1,5,3,0.707824074074,4,0,0,0
3.44,0,1,1,0.195,4,0,1,0
3.0,0,0,1,0.0452380952381,1,1,0,0
5.0,0,0,1,0.248540688576,5,0,0,0
4.29,0,1,1,0.625,5,0,0,0
1.0,0,0,1,0.0573764430014,1,0,0,0
4.25,0,2,1,0.1,5,0,1,0
5.0,0,0,1,0.00772094726562,5,0,0,0
3.51,11,78,31,0.201307872151,3,0,0,0
3.67,0,0,1,0.44,4,0,0,0
4.67,0,0,1,0.45,5,0,0,0
3.67,0,0,1,0.261805555556,5,0,0,0
1.0,0,0,1,-0.0319128787879,1,0,0,0
2.0,0,0,1,-0.0507936507937,2,0,0,0
3.49,1,1,2,0.0163301282051,2,0,0,0
3.12,1,1,1,0.11196969697,1,0,0,0
3.0,0,3,2,0.0523529052734,3,0,1,0
4.34,7,282,8,0.426790922619,4,0,0,0
3.0,0,1,2,-0.166726190476,1,1,2,0
4.06,1,20,4,0.269802627928,4,0,0,0
5.0,0,2,1,0.286837121212,5,0,0,0
3.0,0,0,1,-0.125,1,0,0,0
3.0,0,0,1,0.0633814102564,1,0,4,0
4.57,0,8,2,0.269950396825,5,0,1,0
4.8,0,1,4,0.328416666667,4,0,0,0
4.0,2,5,1,0.404937126366,4,1,1,2
4.1,0,1,3,0.321369820656,5,0,0,0
4.0,0,0,1,0.155598922354,4,0,0,0
4.67,0,0,3,0.4025,4,0,1,0
2.5,0,0,1,0.0225490196078,1,0,0,0
3.06,0,0,4,0.123244782435,3,0,0,0
3.49,4,54,5,0.124123657796,3,1,1,0
3.6,0,0,1,0.228571428571,5,0,0,0
4.67,0,0,1,0.364615384615,4,0,0,0
3.8,35,65,9,0.272363578191,4,0,0,0
3.12,12,0,4,0.544097222222,4,0,0,0
3.8,0,0,4,0.386371201898,4,0,0,0
5.0,0,0,2,0.390178571429,5,0,0,0
5.0,0,0,1,0.234243697479,5,0,0,0
3.92,0,2,8,0.412620625902,4,0,0,0
3.63,1,8,7,0.21041354254,4,0,0,0
3.46,22,58,8,0.240760227702,3,0,0,0
4.67,0,11,2,0.41625,5,0,0,0
5.0,0,0,1,0.426666666667,5,0,0,0
3.0,0,0,1,-0.0187991021324,1,0,0,0
3.65,1,10,9,0.239263806757,3,0,0,0
5.0,0,0,1,0.348085768398,5,0,2,1
3.96,3,24,2,0.398774509804,4,0,1,0
4.3,1,0,1,0.294826839827,5,0,0,0
4.5,2,17,7,0.311368693311,4,0,1,0
4.43,0,2,1,0.2513996139,4,0,0,0
3.0,0,2,1,-0.45,1,0,0,0
2.67,1,0,1,0.113872354497,2,0,0,0
2.33,0,1,1,-0.3,1,0,0,0
5.0,0,0,3,0.486706349206,5,0,0,0
4.09,22,399,2,0.481420650347,5,1,1,0
5.0,0,0,1,0.52803030303,5,0,0,0
3.81,1,1,1,0.241071428571,3,0,0,0
4.29,0,1,5,0.203097069597,4,0,0,0
3.67,0,1,2,0.289166666667,3,0,0,0
3.0,0,1,2,0.119444444444,3,1,2,1
2.5,0,0,1,-0.666666666667,4,0,0,0
5.0,0,0,1,0.468181818182,5,0,0,0
3.53,4,5,4,0.308553571429,3,0,0,0
4.4,0,0,2,0.212747790404,4,0,0,0
3.33,0,0,3,0.340231556638,3,0,1,0
5.0,0,0,1,0.391666666667,5,0,0,0
3.22,1,1,3,0.146231481481,3,1,2,1
3.62,1,1,3,0.0747376080709,3,0,0,0
5.0,0,0,1,0.653125,5,0,0,0
4.25,0,1,1,0.204197530864,3,0,0,0
4.0,0,4,4,0.207640781924,4,0,0,0
4.18,0,0,5,0.245742057387,4,0,0,0
3.94,0,4,4,0.294600468975,3,0,1,1
3.57,0,1,2,0.406794871795,5,0,0,0
3.91,0,6,1,0.430208333333,4,1,1,1
3.83,1,0,1,0.105902777778,5,0,0,0
5.0,0,0,1,0.121666666667,5,0,0,0
3.62,0,0,3,0.192388222448,3,1,3,0
4.16,0,2,22,0.29801148703,4,0,0,0
3.4,0,8,4,0.184684343434,3,0,0,0
1.0,0,0,2,0.11637920949,1,0,0,0
3.0,0,0,5,0.380222222222,3,0,0,0
3.0,0,13,4,-0.028125,2,0,0,0
4.07,0,2,2,0.30931712963,4,0,1,0
3.66,0,0,3,0.268050950025,3,0,0,0
3.84,0,2,2,0.33377011877,5,0,0,0
5.0,0,0,1,0.14595959596,5,0,0,0
4.0,0,0,1,0.338684210526,5,0,1,0
4.93,2,47,6,0.338278950216,4,0,0,0
4.3,0,0,1,-0.466666666667,1,0,1,0
3.0,0,1,1,0.525,5,0,1,0
4.0,0,0,1,0.329151785714,5,0,0,0
3.94,0,0,2,0.204471153846,3,0,0,0
4.25,0,0,1,0.435714285714,4,0,0,0
4.0,0,0,3,0.378021735209,4,0,0,0
1.0,0,5,1,-0.0190476190476,1,0,0,0
4.16,4,9,1,-0.11,1,0,1,0
5.0,0,1,1,0.722916666667,5,0,0,0
4.38,0,2,2,0.471709280303,5,0,1,0
5.0,0,0,1,0.412083333333,5,0,1,0
1.0,0,0,1,0.185013888889,1,0,1,1
3.86,0,0,5,0.31704368895,3,0,0,0
3.21,0,0,1,0.222115384615,5,0,1,0
3.84,3,10,3,0.605996260684,4,0,0,0
4.0,0,0,3,0.457638888889,3,0,1,0
3.59,3,10,1,0.09375,4,0,1,0
1.0,0,0,1,-0.214285714286,1,0,0,0
3.0,0,0,1,0.147916666667,3,0,0,0
1.0,0,0,1,-0.295744047619,1,1,1,0
4.23,2,1,8,0.3146875,4,0,0,0
2.82,0,0,1,0.296428571429,4,0,2,1
4.6,0,1,6,0.471169282107,4,0,0,0
3.79,0,2,9,0.252143165908,4,0,0,0
5.0,0,3,3,0.371944444444,5,0,0,0
2.83,0,1,5,0.0413958333333,2,0,1,0
3.5,0,5,4,0.202800640332,3,1,1,1
3.84,0,3,2,-0.251041666667,3,0,0,0
5.0,0,0,1,0.282352941176,5,0,0,0
4.5,0,8,4,0.563938492063,4,0,0,0
3.0,0,1,1,0.504166666667,3,0,1,0
4.0,0,4,1,0.29053030303,4,0,0,0
3.0,0,8,2,0.229485544218,3,0,1,1
5.0,0,0,1,0.457296466974,5,0,0,0
5.0,0,1,8,0.197778963872,5,0,0,0
3.67,1,7,1,-0.266666666667,1,1,0,0
3.14,0,0,6,0.0601511143178,3,0,0,0
1.0,0,0,1,-0.1,1,0,0,0
2.5,1,0,1,0.0211343344156,1,0,0,0
5.0,0,0,3,0.516468253968,5,0,0,0
2.0,1,0,1,-0.136728395062,1,0,1,0
2.2,0,0,1,-0.0333333333333,2,0,0,0
1.71,0,1,1,0.4,1,1,4,1
3.44,25,71,4,0.259794823232,3,0,0,0
3.87,4,4,2,0.677777777778,4,0,0,0
3.0,0,1,1,0.101851851852,3,0,0,0
4.3,0,0,1,0.341005291005,4,0,0,0
2.0,0,7,1,-0.8,1,0,0,0
4.04,0,0,1,0.143505952381,5,0,0,0
4.07,1,3,14,0.318539205338,4,0,1,0
3.55,0,11,2,0.187673319328,2,1,1,1
2.78,0,0,1,0.129710779672,5,0,2,0
3.51,6,8,5,0.245108221395,3,1,2,1
3.5,0,0,1,0.0217032664305,2,0,1,0
2.67,0,0,3,0.162775573192,2,0,0,0
3.6,0,3,1,0.15853432282,1,0,2,0
3.36,0,0,1,0.0708333333333,1,2,2,0
3.54,0,2,2,0.222727272727,2,0,0,0
5.0,0,0,1,0.78125,5,0,0,0
5.0,0,2,2,0.291003401361,5,0,1,0
4.38,1,0,1,0.52775974026,5,0,0,0
4.0,2,7,5,0.286656889407,4,0,1,0
3.57,0,1,1,0.194166666667,4,0,0,0
3.5,0,0,1,1.0,5,0,0,0
3.49,2,22,3,0.161732178068,3,0,0,0
3.29,0,1,7,0.223218314819,3,0,1,0
4.1,4,7,2,0.356765572391,4,0,0,0
3.7,1,4,3,0.123649911817,3,0,2,0
3.92,2,7,3,0.243112108664,3,1,2,1
3.49,4,4,1,0.246346469622,5,0,2,0
3.59,2,3,8,0.058953513934,2,0,0,0
4.31,2,0,3,0.250714285714,3,0,0,0
4.12,2,10,23,0.367185663823,4,1,1,0
4.2,0,0,2,0.405833333333,3,0,0,0
4.33,0,1,3,0.415925925926,4,0,0,0
3.67,0,0,3,0.230837909238,3,0,0,0
3.81,0,3,29,0.226808051024,3,0,0,0
3.53,0,1,14,0.228810101961,3,0,0,0
1.0,0,0,1,-0.0416666666667,1,0,0,0
4.15,6,3,2,0.00903439153439,3,0,0,0
5.0,1,2,2,0.553919270833,5,0,0,1
1.5,0,0,1,0.201587301587,2,1,0,0
3.33,0,2,3,0.0567195767196,3,0,0,0
4.0,0,6,2,0.8125,5,0,0,0
5.0,0,0,1,0.365714285714,5,0,1,1
2.33,1,2,1,-0.136111111111,1,0,0,0
3.0,0,0,1,0.1349,3,0,0,0
4.27,7,4,1,0.293506944444,5,0,0,0
2.42,0,0,1,0.191357142857,3,0,0,0
3.0,0,0,1,0.6875,5,0,1,0
3.84,4,5,21,0.310152095028,3,0,0,0
4.0,0,11,1,0.30125,4,0,0,0
3.81,1,0,1,0.134027777778,2,0,0,0
3.86,2,4,2,0.392932256236,4,0,0,0
5.0,0,1,1,0.548333333333,5,0,0,0
4.88,0,0,1,0.464732142857,5,0,0,0
2.29,0,2,4,0.148879419192,2,0,0,0
5.0,0,3,2,0.439496527778,5,0,1,1
2.9,0,0,1,0.0702380952381,1,0,0,0
3.67,0,1,3,0.173216795432,3,0,0,0
4.5,0,0,4,0.234375,4,0,0,0
4.67,0,19,3,0.295210695389,4,0,0,0
5.0,0,0,1,0.439639037433,5,0,0,0
4.17,0,1,3,0.384490740741,5,0,0,0
5.0,0,20,1,0.0,5,1,1,1
2.4,0,11,4,-0.025732092808,1,0,0,0
5.0,0,0,1,0.196311858077,5,0,0,0
1.0,0,0,1,0.0314285714286,1,1,0,0
4.0,3,18,5,0.226245336358,4,1,3,1
5.0,0,2,1,0.552272727273,5,0,0,0
5.0,0,0,2,0.284505772006,5,0,0,0
5.0,0,0,1,0.541666666667,5,0,0,0
3.2,0,0,1,-0.0674603174603,1,0,0,0
4.07,0,0,2,0.403739316239,4,0,1,1
3.0,0,5,2,0.21006263481,3,0,0,0
3.57,0,0,1,0.259151785714,4,0,0,0
2.36,0,0,1,-0.708333333333,1,0,0,0
1.0,0,0,1,-0.40390625,1,1,1,0
3.44,1,0,2,0.507142857143,4,0,0,0
3.0,0,0,2,0.103571428571,3,0,0,0
3.67,1,2,6,0.208786375661,3,0,0,0
3.67,0,1,1,0.361111111111,5,0,0,0
3.5,0,12,2,0.241274225907,3,0,0,0
4.15,13,87,5,0.289875541126,4,0,1,1
4.69,1,16,8,0.300181639052,4,0,1,0
3.5,0,0,4,0.221799196851,3,0,0,0
5.0,0,0,1,0.620535714286,5,0,0,0
5.0,0,0,1,0.317204301075,5,0,0,0
5.0,0,0,2,0.273511904762,5,0,1,0
4.1,0,0,2,0.42875,4,0,1,0
4.5,0,6,3,0.464243025493,4,0,1,0
4.25,0,3,1,0.35,4,0,0,0
4.2,3,3,1,0.331944444444,4,0,0,0
3.68,10,82,5,0.506458333333,3,0,0,0
4.0,0,0,4,0.190029423701,4,0,0,0
2.63,0,1,1,0.0725961538462,5,0,0,0
4.08,7,7,3,0.223791372318,5,0,1,1
4.89,0,11,1,0.0821726190476,5,0,2,0
3.8,6,61,5,0.232651320667,3,0,0,0
2.0,0,0,1,0.165,2,0,0,0
4.33,0,0,2,0.25991468254,4,0,0,0
3.97,5,16,1,0.120665445665,4,0,0,0
5.0,0,0,1,0.563333333333,5,0,0,0
4.06,0,0,1,0.372685185185,5,0,1,0
2.5,0,0,1,0.575,4,0,0,0
2.64,0,0,1,0.0791666666667,1,0,0,0
4.55,0,0,1,0.512244897959,5,0,0,0
4.06,23,31,17,0.217562127415,3,0,0,0
3.89,15,50,88,0.260102988491,3,0,1,0
4.0,0,0,1,0.0353888888889,4,0,0,1
3.47,1,0,5,0.24889033189,3,0,1,0
4.0,0,0,5,0.276679292929,4,0,0,0
3.94,0,0,3,0.410634920635,5,0,0,0
3.33,0,3,1,0.65625,5,0,0,0
3.95,2,0,2,0.395351393398,5,1,2,2
3.0,0,0,1,0.33125,3,0,0,0
3.67,3,2,7,0.387022839927,3,0,1,0
5.0,0,1,1,0.245416666667,5,0,0,0
4.25,1,8,7,0.36244383612,4,0,1,1
3.9,0,0,6,0.375251068376,3,0,0,0
5.0,0,0,1,0.475,5,0,0,0
1.67,0,0,2,0.16044973545,2,0,1,0
3.58,0,0,12,0.366352900752,3,0,0,0
4.25,0,0,2,0.633333333333,5,0,0,0
3.78,4,29,1,0.33387254902,5,0,2,2
4.8,0,0,1,0.125992063492,5,0,0,0
3.75,0,2,2,0.28429223328,3,0,1,0
3.2,0,1,2,0.423645833333,4,0,0,0
3.0,0,2,1,0.441071428571,5,0,1,0
4.0,0,0,1,0.0916666666667,4,0,0,0
3.82,0,0,9,0.275234988777,3,0,0,0
3.73,0,0,3,0.403333333333,3,0,0,0
2.75,0,0,1,0.148124828686,3,0,1,0
4.14,0,7,2,0.284431818182,4,0,0,0
1.5,0,0,2,-0.10192775974,1,0,0,0
4.1,0,1,8,0.27290922619,3,0,0,0
3.87,0,0,2,0.450520833333,5,0,0,0
3.31,0,1,11,0.0683422745484,3,0,0,0
5.0,0,3,3,0.435488215488,5,0,0,0
4.5,0,2,1,0.62962962963,5,0,0,0
3.91,0,1,2,0.213238095238,3,0,0,0
4.5,1,0,1,0.4,4,0,0,0
3.0,0,0,1,0.189508928571,1,1,2,1
4.05,1,1,4,0.241455477393,3,0,0,0
4.78,0,1,3,0.64875,4,0,0,0
3.32,0,1,1,-0.0533333333333,1,2,1,0
2.85,0,1,1,0.050287456446,1,1,1,0
3.33,0,0,1,0.0258116883117,1,0,0,0
4.33,0,0,2,0.330655633836,4,0,0,0
3.5,0,1,3,0.255357678346,4,0,0,0
3.92,1,6,6,0.34283809651,4,0,0,0
2.7,0,0,3,0.101566951567,2,0,0,0
4.0,0,1,7,0.229306799522,4,0,0,0
3.71,0,3,3,0.193888888889,4,0,1,0
5.0,0,0,1,0.434375,5,0,0,0
5.0,0,0,1,0.0662121212121,5,0,0,0
3.0,0,0,2,0.224327289532,3,0,0,0
5.0,0,0,1,0.455,5,0,0,0
3.0,0,0,1,0.3184375,3,0,1,0
3.75,0,0,2,0.336887626263,4,0,0,0
2.73,0,1,3,0.189583333333,4,0,0,0
2.43,0,0,1,0.179523809524,2,0,1,0
4.5,0,1,1,0.535714285714,5,0,1,0
4.18,0,1,1,0.4,4,0,0,0
4.12,0,12,14,0.26746031746,4,0,0,0
3.66,1,6,35,0.163867806176,3,0,1,0
5.0,0,3,1,0.224126984127,5,0,0,0
5.0,0,1,1,0.386666666667,5,0,0,0
3.26,0,13,66,0.138128640147,3,0,0,0
4.4,0,4,3,0.336976190476,5,0,0,0
4.1,0,1,6,0.384508257946,4,0,0,0
2.67,0,0,1,0.0371212121212,2,0,3,0
4.0,0,0,5,0.322768518519,4,0,0,1
5.0,0,5,2,0.422222222222,5,1,2,2
3.4,0,0,3,0.232519027813,3,0,0,0
5.0,0,0,1,0.297222222222,5,0,1,0
5.0,0,4,1,0.78125,5,0,0,0
3.67,0,0,3,0.156687332307,3,0,0,0
3.75,0,5,1,0.221834415584,4,0,0,0
3.85,1,9,5,0.164984995941,3,0,0,0
5.0,0,0,1,0.429004329004,5,0,1,0
3.75,2,17,21,0.254909602633,3,0,1,0
5.0,0,2,1,0.41,5,0,1,1
5.0,0,5,1,0.428571428571,5,0,0,0
5.0,0,0,1,0.766666666667,5,0,1,0
4.21,0,0,1,0.349486607143,4,0,0,0
3.17,2,6,1,0.218619047619,3,0,0,0
1.0,0,2,2,0.122730654762,1,1,0,0
5.0,0,0,1,-0.0611742424242,5,0,1,0
3.5,1,2,1,0.343518518519,5,1,1,0
4.25,0,0,1,0.169990224829,4,0,0,0
5.0,0,0,1,0.297916666667,5,0,0,0
1.0,0,0,1,-0.138383838384,1,0,0,0
5.0,0,0,1,0.3625,5,1,0,0
4.08,1,0,1,0.0,5,0,0,0
4.03,1,1,1,0.180357142857,4,1,1,1
4.0,0,1,3,0.0800723905724,3,0,1,0
3.99,1,18,17,0.247923435385,3,0,0,0
2.33,0,0,1,0.522767857143,5,0,1,1
2.54,0,0,4,0.255163497217,2,0,0,0
4.0,0,0,1,0.106060606061,5,0,1,0
3.85,0,0,1,0.526666666667,5,0,0,0
3.0,0,1,1,0.525,5,6,6,5
3.67,21,119,3,0.379357298475,4,0,0,0
2.86,1,3,1,0.364172335601,3,1,1,0
5.0,0,0,1,0.1625,5,0,0,0
3.6,1,16,5,0.132558848349,3,5,3,3
3.0,0,0,4,0.220948392428,4,0,0,0
2.73,1,2,3,0.280595238095,3,0,0,0
3.33,0,1,7,0.24554432738,3,0,0,0
3.0,0,0,1,-0.41875,3,0,0,0
1.0,0,0,1,0.222123015873,1,0,0,0
4.04,6,7,1,0.167641129032,4,1,1,0
3.32,0,4,18,0.120802476202,3,0,0,0
2.0,0,0,1,-0.157638888889,2,0,2,0
1.0,0,0,1,-0.236287878788,1,0,1,0
3.67,1,3,3,0.222326516077,3,0,0,0
3.72,71,173,30,0.226558002027,3,1,2,1
3.67,0,0,3,0.298693528694,3,0,0,0
5.0,0,0,1,0.405555555556,5,0,1,1
5.0,0,1,2,0.354802489177,5,0,0,0
3.6,1,0,2,0.150868055556,2,0,0,0
3.12,0,1,1,0.371428571429,5,0,0,0
4.06,9,28,5,0.22964889579,3,0,2,0
5.0,0,0,2,0.408289930556,5,0,0,0
3.31,0,0,5,0.15908612095,3,0,0,0
2.8,0,2,1,0.311038961039,5,0,0,0
1.0,0,0,2,0.00369047619048,1,0,0,0
4.5,0,0,2,0.17929782197,4,0,0,0
3.0,0,1,2,0.151118526535,2,0,0,0
3.97,0,0,1,0.1775,4,0,0,0
4.25,0,1,1,0.214500661376,5,1,2,1
3.67,0,0,1,0.0625,1,0,0,0
2.89,0,0,5,0.174564257867,2,0,1,0
4.75,0,0,4,0.487946428571,4,0,1,0
5.0,0,1,2,0.173958333333,5,0,1,0
3.77,0,0,1,0.211805555556,5,0,0,0
4.0,0,1,1,0.327083333333,4,0,0,0
4.69,0,0,1,0.43,4,1,1,0
4.17,0,0,1,0.493333333333,4,0,2,0
4.1,13,24,1,0.235430839002,5,0,1,0
3.33,1,0,1,0.625,5,0,1,0
5.0,0,0,1,0.5,5,0,0,0
3.58,1,1,2,0.397321428571,4,0,0,0
2.89,2,0,6,0.208050547189,3,0,0,0
3.23,0,3,2,0.519107142857,4,1,0,0
3.92,8,24,3,0.168421457685,3,0,1,1
